label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
TWO,0.0,0.0,0.0,-0.333304,-0.140007,-0.01737,-0.545407,-0.353554,-0.065983,-0.704126,-0.508793,-0.124121,-0.846052,-0.647814,-0.161986,-0.324701,-1.012112,-0.021376,-0.7198,-0.92128,-0.141371,-0.668944,-0.693165,-0.209875,-0.560956,-0.654262,-0.245814,-0.28575,-0.955804,-0.069186,-0.724178,-0.76777,-0.184078,-0.649955,-0.543249,-0.200623,-0.534243,-0.524348,-0.199927,-0.290291,-0.80633,-0.129943,-0.686173,-0.527962,-0.222249,-0.585829,-0.325722,-0.181486,-0.470585,-0.334872,-0.146698,-0.3183,-0.593791,-0.19782,-0.600981,-0.305626,-0.268882,-0.514151,-0.155835,-0.257383,-0.407182,-0.178138,-0.235378
TWO,0.0,0.0,0.0,-0.342878,-0.164436,-0.013717,-0.560083,-0.385708,-0.067197,-0.73505,-0.552092,-0.131036,-0.894384,-0.703921,-0.176958,-0.291887,-1.027942,-0.040347,-0.682784,-1.031482,-0.173745,-0.701942,-0.775054,-0.239274,-0.611894,-0.658701,-0.267524,-0.236959,-0.96723,-0.091195,-0.709308,-0.852437,-0.220408,-0.680709,-0.579697,-0.23282,-0.570852,-0.504177,-0.224218,-0.232363,-0.816417,-0.154596,-0.657487,-0.559841,-0.266529,-0.578896,-0.328862,-0.225114,-0.463394,-0.305795,-0.183099,-0.258789,-0.606791,-0.221519,-0.568862,-0.3427,-0.304557,-0.495954,-0.176912,-0.290028,-0.389703,-0.18056,-0.262178
TWO,0.0,0.0,0.0,-0.342123,-0.15339,-0.0051,-0.5546,-0.412006,-0.045452,-0.73686,-0.589252,-0.107278,-0.92728,-0.731124,-0.15987,-0.297352,-1.019435,-0.004891,-0.580675,-1.214573,-0.153843,-0.767462,-1.081076,-0.238083,-0.844402,-0.922018,-0.27567,-0.238625,-0.968356,-0.073107,-0.689501,-0.975185,-0.230999,-0.790818,-0.706176,-0.273429,-0.777576,-0.559101,-0.270871,-0.218094,-0.821231,-0.155715,-0.639559,-0.560859,-0.303728,-0.561703,-0.308202,-0.286326,-0.432636,-0.26693,-0.24403,-0.225954,-0.608855,-0.240693,-0.542198,-0.334472,-0.347513,-0.473937,-0.143751,-0.335028,-0.356211,-0.135569,-0.300287
TWO,0.0,0.0,0.0,-0.374754,-0.143818,0.014189,-0.593011,-0.405303,-0.023368,-0.764348,-0.567363,-0.088296,-0.955828,-0.735958,-0.149895,-0.370408,-0.987242,0.005547,-0.615706,-1.276264,-0.119072,-0.824801,-1.340014,-0.202753,-1.001645,-1.332164,-0.246504,-0.286353,-0.95484,-0.079266,-0.677265,-1.12307,-0.208358,-0.937046,-1.121983,-0.275082,-1.134962,-1.1372,-0.303726,-0.237887,-0.81275,-0.173639,-0.66038,-0.562875,-0.293396,-0.570341,-0.344702,-0.291157,-0.430033,-0.298073,-0.265066,-0.240802,-0.601551,-0.270863,-0.565234,-0.346017,-0.347767,-0.489573,-0.177202,-0.327657,-0.358785,-0.164014,-0.296657
THREE,0.0,0.0,0.0,0.057909,-0.475938,0.022199,-0.126946,-0.861241,-0.010873,-0.449958,-0.938911,-0.037148,-0.696112,-0.918948,-0.074104,0.017412,-1.118167,-0.137259,-0.160371,-1.706921,-0.171238,-0.260583,-2.011146,-0.170264,-0.352925,-2.252444,-0.166383,-0.182248,-0.965855,-0.184147,-0.390189,-1.553761,-0.233014,-0.520847,-1.857842,-0.254346,-0.625572,-2.099941,-0.264378,-0.388788,-0.781348,-0.214317,-0.688855,-1.193734,-0.278517,-0.854029,-1.471644,-0.333867,-0.980895,-1.690589,-0.371829,-0.559729,-0.583253,-0.230605,-0.644301,-0.86592,-0.265197,-0.549265,-0.788489,-0.236035,-0.449895,-0.667527,-0.214078
THREE,0.0,0.0,0.0,0.072868,-0.469827,0.008967,-0.100789,-0.860478,-0.023868,-0.418057,-0.950001,-0.046928,-0.669691,-0.923363,-0.081481,0.03031,-1.10505,-0.143086,-0.143484,-1.701799,-0.178743,-0.241388,-2.011507,-0.182686,-0.332187,-2.254794,-0.182475,-0.179456,-0.966928,-0.181232,-0.372088,-1.55666,-0.225204,-0.4983,-1.867167,-0.2519,-0.596244,-2.101327,-0.268775,-0.391381,-0.795435,-0.204057,-0.674504,-1.219585,-0.265161,-0.837075,-1.501394,-0.331305,-0.959046,-1.708396,-0.379874,-0.567415,-0.613622,-0.21395,-0.648134,-0.896137,-0.255353,-0.555954,-0.827518,-0.239404,-0.457992,-0.71041,-0.227588
THREE,0.0,0.0,0.0,0.072742,-0.474263,0.023216,-0.09812,-0.864368,-3.9e-05,-0.414178,-0.95102,-0.015016,-0.662158,-0.928032,-0.040973,0.031832,-1.106878,-0.123174,-0.136653,-1.701547,-0.151351,-0.232431,-2.009371,-0.147956,-0.321276,-2.251888,-0.141598,-0.178586,-0.970259,-0.163414,-0.372214,-1.5579,-0.206486,-0.497028,-1.866834,-0.226805,-0.593731,-2.103762,-0.235132,-0.389571,-0.802587,-0.187218,-0.666994,-1.229096,-0.247636,-0.824414,-1.512804,-0.306294,-0.947206,-1.725413,-0.344657,-0.559866,-0.622023,-0.196594,-0.639756,-0.914462,-0.229487,-0.551753,-0.838503,-0.202446,-0.460173,-0.712868,-0.180198
THREE,0.0,0.0,0.0,0.076993,-0.48759,0.02927,-0.088562,-0.884695,0.001825,-0.407913,-0.972749,-0.019061,-0.665209,-0.942474,-0.053014,0.03109,-1.112626,-0.129108,-0.130278,-1.719228,-0.162734,-0.226883,-2.034567,-0.164799,-0.317775,-2.280669,-0.160949,-0.178728,-0.968365,-0.174143,-0.368595,-1.570511,-0.219789,-0.494616,-1.885214,-0.237995,-0.593907,-2.12487,-0.244629,-0.391485,-0.795024,-0.201668,-0.664877,-1.246211,-0.261655,-0.816401,-1.531545,-0.310975,-0.935184,-1.743722,-0.342237,-0.564227,-0.609868,-0.214248,-0.651122,-0.930548,-0.242092,-0.567557,-0.84984,-0.201966,-0.478496,-0.712401,-0.169552
THREE,0.0,0.0,0.0,0.081123,-0.48006,0.022287,-0.078112,-0.872031,-0.008932,-0.386343,-0.975778,-0.032989,-0.638992,-0.961157,-0.069884,0.039984,-1.105274,-0.144071,-0.120713,-1.705164,-0.182813,-0.214177,-2.01493,-0.187877,-0.302824,-2.256298,-0.185993,-0.169147,-0.967584,-0.187536,-0.356697,-1.564039,-0.238471,-0.482936,-1.882793,-0.26287,-0.584566,-2.124782,-0.274233,-0.379311,-0.798129,-0.21302,-0.653345,-1.25108,-0.278278,-0.809758,-1.536328,-0.33082,-0.927639,-1.744581,-0.3641,-0.55215,-0.611468,-0.223689,-0.641383,-0.937605,-0.255995,-0.557539,-0.871746,-0.219459,-0.463827,-0.741405,-0.189359
THREE,0.0,0.0,0.0,0.078572,-0.452425,0.002436,-0.073502,-0.838915,-0.025363,-0.349602,-0.971204,-0.041009,-0.582774,-0.97162,-0.068177,0.049819,-1.087966,-0.157463,-0.113723,-1.678529,-0.196092,-0.211077,-1.991697,-0.203093,-0.306062,-2.236313,-0.203297,-0.161182,-0.96889,-0.187811,-0.345513,-1.556173,-0.2353,-0.467453,-1.873705,-0.262294,-0.564865,-2.11047,-0.275677,-0.370244,-0.81319,-0.201442,-0.640825,-1.230455,-0.256243,-0.786144,-1.514179,-0.312467,-0.892407,-1.717196,-0.351149,-0.542411,-0.635536,-0.203967,-0.629436,-0.903107,-0.236765,-0.548009,-0.85241,-0.214906,-0.45294,-0.740843,-0.19551
THREE,0.0,0.0,0.0,0.071834,-0.473242,0.024996,-0.08988,-0.867958,-0.004676,-0.397154,-0.965679,-0.028443,-0.64654,-0.9407,-0.065336,0.038856,-1.106642,-0.136109,-0.115639,-1.706395,-0.172198,-0.207246,-2.020561,-0.176654,-0.297054,-2.262024,-0.17436,-0.168442,-0.968969,-0.180902,-0.353121,-1.567002,-0.22882,-0.480472,-1.885195,-0.250773,-0.584999,-2.125943,-0.259761,-0.377649,-0.799384,-0.207972,-0.648046,-1.253412,-0.267973,-0.80096,-1.539904,-0.316753,-0.919099,-1.752989,-0.347242,-0.552216,-0.610089,-0.220858,-0.641074,-0.929077,-0.24837,-0.56301,-0.857137,-0.208569,-0.47648,-0.723096,-0.175851
THREE,0.0,0.0,0.0,0.082536,-0.464966,0.011637,-0.068206,-0.851276,-0.01353,-0.356477,-0.953711,-0.029165,-0.593086,-0.933758,-0.057571,0.054533,-1.095711,-0.142658,-0.107147,-1.690736,-0.177227,-0.200907,-2.00465,-0.181392,-0.291256,-2.248163,-0.17978,-0.156957,-0.971269,-0.17889,-0.347219,-1.562233,-0.227179,-0.472091,-1.881297,-0.254787,-0.572059,-2.124003,-0.267561,-0.367662,-0.809479,-0.19813,-0.638483,-1.241022,-0.259582,-0.787754,-1.529213,-0.319324,-0.901643,-1.740136,-0.358022,-0.543198,-0.624229,-0.204437,-0.629165,-0.90445,-0.241339,-0.548608,-0.832185,-0.2151,-0.456752,-0.698469,-0.191144
THREE,0.0,0.0,0.0,0.097328,-0.474429,0.008421,-0.064376,-0.873172,-0.031914,-0.374576,-0.972438,-0.063062,-0.627934,-0.954627,-0.108828,0.058659,-1.099561,-0.178267,-0.097467,-1.713965,-0.219096,-0.191588,-2.030243,-0.225936,-0.283861,-2.274164,-0.226319,-0.157172,-0.963744,-0.215628,-0.344301,-1.579752,-0.259719,-0.47284,-1.908398,-0.285269,-0.578212,-2.154551,-0.301392,-0.371596,-0.79741,-0.233892,-0.647063,-1.265269,-0.287545,-0.792894,-1.557548,-0.346164,-0.904176,-1.766383,-0.390987,-0.549742,-0.61153,-0.239333,-0.608465,-0.903456,-0.273538,-0.509668,-0.844407,-0.251964,-0.409782,-0.723123,-0.235697
THREE,0.0,0.0,0.0,0.102709,-0.483981,0.008786,-0.056568,-0.888065,-0.032182,-0.367714,-0.978994,-0.063819,-0.621366,-0.950498,-0.110674,0.061441,-1.098469,-0.177047,-0.09264,-1.709227,-0.218505,-0.184713,-2.026373,-0.225582,-0.274353,-2.272818,-0.226021,-0.155567,-0.964248,-0.214535,-0.34407,-1.57533,-0.258576,-0.468837,-1.900023,-0.282482,-0.569283,-2.146252,-0.297019,-0.370844,-0.801347,-0.233328,-0.644506,-1.265202,-0.286981,-0.790659,-1.55883,-0.346298,-0.903105,-1.773705,-0.39239,-0.549452,-0.621847,-0.239407,-0.597162,-0.901946,-0.274517,-0.495952,-0.835605,-0.25399,-0.397297,-0.71368,-0.23894
THREE,0.0,0.0,0.0,0.096243,-0.464695,0.006543,-0.057222,-0.864607,-0.024263,-0.332491,-0.990928,-0.045073,-0.569512,-0.981714,-0.080594,0.052634,-1.083677,-0.173148,-0.104659,-1.689835,-0.21162,-0.198738,-2.002652,-0.219044,-0.291037,-2.242744,-0.219234,-0.164807,-0.964844,-0.204732,-0.349102,-1.567944,-0.243188,-0.474514,-1.892556,-0.268435,-0.57592,-2.131647,-0.283029,-0.376509,-0.806984,-0.217447,-0.646314,-1.247971,-0.262443,-0.789644,-1.537449,-0.321697,-0.894844,-1.739533,-0.367191,-0.550751,-0.623095,-0.218356,-0.606931,-0.874089,-0.247853,-0.514614,-0.821751,-0.229191,-0.41453,-0.710655,-0.214201
THREE,0.0,0.0,0.0,0.090309,-0.455695,0.002005,-0.05929,-0.85007,-0.027446,-0.31995,-0.99182,-0.044853,-0.545343,-0.987357,-0.076053,0.057231,-1.082186,-0.174343,-0.098193,-1.685771,-0.213327,-0.18789,-1.996793,-0.220585,-0.276953,-2.239496,-0.220517,-0.159634,-0.966162,-0.202603,-0.342745,-1.565631,-0.245918,-0.467082,-1.895121,-0.273785,-0.568334,-2.135355,-0.288675,-0.370051,-0.807597,-0.212701,-0.639907,-1.238352,-0.266553,-0.788844,-1.534797,-0.333554,-0.896747,-1.73774,-0.380923,-0.539641,-0.623641,-0.2105,-0.601818,-0.890548,-0.246058,-0.512965,-0.843129,-0.231858,-0.414678,-0.728908,-0.218521
THREE,0.0,0.0,0.0,0.096502,-0.463831,-0.000761,-0.057123,-0.861326,-0.039852,-0.328483,-0.977213,-0.067736,-0.565062,-0.959639,-0.111244,0.050127,-1.076818,-0.193239,-0.098928,-1.676173,-0.236758,-0.1872,-1.983449,-0.247535,-0.277417,-2.224022,-0.250689,-0.168296,-0.960042,-0.223597,-0.344898,-1.558615,-0.264794,-0.467927,-1.885387,-0.292214,-0.571446,-2.127113,-0.30935,-0.380779,-0.801722,-0.234847,-0.647217,-1.237047,-0.284925,-0.789761,-1.531497,-0.351709,-0.895308,-1.736217,-0.403688,-0.553289,-0.616657,-0.2343,-0.589225,-0.858277,-0.271671,-0.486964,-0.807217,-0.261285,-0.383319,-0.696503,-0.252943
THREE,0.0,0.0,0.0,0.093209,-0.453659,0.013822,-0.057451,-0.834153,-0.013011,-0.306505,-0.952764,-0.030703,-0.527151,-0.943765,-0.063616,0.061723,-1.072042,-0.17385,-0.085907,-1.668656,-0.210068,-0.176242,-1.980453,-0.213648,-0.266743,-2.218223,-0.210256,-0.154964,-0.966119,-0.206398,-0.334143,-1.557806,-0.244698,-0.458637,-1.884066,-0.266751,-0.557576,-2.121108,-0.276833,-0.366613,-0.811872,-0.219006,-0.637962,-1.230227,-0.26878,-0.786304,-1.524398,-0.333199,-0.890113,-1.723367,-0.37892,-0.537631,-0.624866,-0.217833,-0.589564,-0.85444,-0.25035,-0.492839,-0.802405,-0.234098,-0.38401,-0.686637,-0.218657
THREE,0.0,0.0,0.0,0.109171,-0.460952,0.006031,-0.026296,-0.862071,-0.025234,-0.2634,-1.015399,-0.045222,-0.486983,-1.001241,-0.082035,0.078396,-1.06107,-0.209864,-0.069761,-1.690729,-0.250799,-0.162152,-2.012176,-0.255382,-0.252339,-2.254628,-0.251696,-0.139763,-0.961223,-0.237732,-0.322534,-1.585934,-0.273675,-0.450219,-1.928125,-0.296082,-0.549389,-2.169567,-0.309071,-0.351811,-0.814538,-0.243183,-0.624002,-1.251332,-0.281189,-0.768144,-1.545718,-0.343363,-0.861689,-1.736939,-0.392375,-0.525175,-0.634193,-0.236103,-0.576858,-0.862923,-0.262225,-0.48023,-0.839463,-0.250461,-0.368227,-0.746431,-0.240845
THREE,0.0,0.0,0.0,0.098153,-0.4669,0.001522,-0.072412,-0.867424,-0.040817,-0.368791,-0.966671,-0.071905,-0.613678,-0.955573,-0.119237,0.033025,-1.075782,-0.208767,-0.111831,-1.685138,-0.253223,-0.19995,-2.002811,-0.261779,-0.288989,-2.246176,-0.262879,-0.189923,-0.952364,-0.238605,-0.368788,-1.5671,-0.282287,-0.489117,-1.904479,-0.307534,-0.589689,-2.149518,-0.323277,-0.401388,-0.790249,-0.246977,-0.658337,-1.240941,-0.291687,-0.793744,-1.547573,-0.351867,-0.897865,-1.757099,-0.401166,-0.573925,-0.598232,-0.243331,-0.594063,-0.838117,-0.271081,-0.485323,-0.795399,-0.254669,-0.379241,-0.688705,-0.244295
THREE,0.0,0.0,0.0,0.104206,-0.47373,-0.004604,-0.047876,-0.869589,-0.038555,-0.307464,-0.988364,-0.058224,-0.532667,-0.962808,-0.094152,0.060758,-1.07116,-0.197132,-0.085326,-1.696504,-0.237269,-0.163894,-2.009599,-0.242537,-0.244522,-2.254483,-0.241132,-0.159882,-0.961665,-0.222796,-0.335924,-1.57672,-0.263421,-0.460859,-1.915558,-0.294375,-0.565311,-2.161889,-0.312504,-0.376283,-0.806683,-0.228855,-0.64634,-1.23904,-0.281506,-0.79547,-1.552209,-0.360361,-0.904237,-1.76492,-0.419295,-0.5526,-0.627581,-0.221889,-0.59905,-0.86836,-0.265759,-0.492855,-0.824489,-0.261959,-0.380836,-0.71543,-0.256556
THREE,0.0,0.0,0.0,0.128774,-0.47926,-0.002828,-0.030201,-0.886134,-0.04406,-0.333261,-0.984007,-0.074744,-0.580121,-0.96978,-0.120809,0.087221,-1.073413,-0.197745,-0.063982,-1.709992,-0.241032,-0.148319,-2.043037,-0.248283,-0.234599,-2.297821,-0.24985,-0.143796,-0.962153,-0.231483,-0.325516,-1.60066,-0.272824,-0.449791,-1.951637,-0.302861,-0.554529,-2.204684,-0.322706,-0.369057,-0.809027,-0.246008,-0.634552,-1.28583,-0.300378,-0.774441,-1.614483,-0.37676,-0.883187,-1.837167,-0.437554,-0.555258,-0.630706,-0.247777,-0.567447,-0.870078,-0.295316,-0.448529,-0.832204,-0.295141,-0.341747,-0.729097,-0.295027
THREE,0.0,0.0,0.0,0.131421,-0.490715,0.021562,-0.006459,-0.906944,-0.001113,-0.263969,-1.013335,-0.019989,-0.499892,-0.978599,-0.058421,0.07135,-1.068819,-0.175204,-0.06076,-1.712217,-0.207259,-0.138189,-2.04142,-0.206503,-0.218107,-2.288938,-0.202314,-0.148697,-0.964727,-0.217236,-0.328561,-1.592571,-0.247629,-0.45338,-1.944832,-0.27909,-0.563821,-2.202344,-0.300681,-0.360085,-0.810843,-0.237465,-0.617707,-1.278051,-0.285089,-0.766757,-1.59646,-0.371218,-0.884174,-1.810005,-0.437945,-0.531243,-0.631994,-0.241691,-0.54107,-0.840223,-0.284772,-0.429732,-0.823888,-0.291547,-0.323688,-0.743645,-0.296204
THREE,0.0,0.0,0.0,0.149227,-0.501919,0.012993,0.010452,-0.930701,-0.024731,-0.273107,-1.023204,-0.054943,-0.528592,-0.996575,-0.104809,0.073346,-1.091686,-0.200036,-0.073145,-1.734643,-0.244061,-0.163482,-2.070062,-0.248655,-0.254695,-2.326191,-0.2464,-0.149545,-0.958937,-0.24099,-0.340689,-1.590544,-0.287155,-0.466607,-1.938723,-0.315734,-0.575516,-2.198561,-0.333206,-0.370608,-0.788495,-0.260453,-0.63398,-1.269637,-0.318898,-0.780308,-1.599366,-0.398607,-0.906157,-1.826452,-0.460578,-0.55248,-0.599834,-0.264724,-0.542716,-0.84789,-0.313861,-0.417069,-0.795554,-0.310551,-0.313469,-0.68165,-0.3072
THREE,0.0,0.0,0.0,0.001465,-0.519549,0.010721,-0.230937,-0.900205,-0.018416,-0.524802,-0.981742,-0.03644,-0.76725,-0.902971,-0.067777,-0.164871,-1.120461,-0.173333,-0.480559,-1.661027,-0.205124,-0.653988,-1.931558,-0.206732,-0.804961,-2.130799,-0.203149,-0.366336,-0.907578,-0.205183,-0.747027,-1.439512,-0.241436,-0.954456,-1.706197,-0.26042,-1.113973,-1.907883,-0.271005,-0.561067,-0.677138,-0.216918,-0.948035,-1.070179,-0.253307,-1.145487,-1.338044,-0.300133,-1.293064,-1.535303,-0.340026,-0.713088,-0.455044,-0.217377,-0.833689,-0.725591,-0.233141,-0.74187,-0.734479,-0.204188,-0.632242,-0.683867,-0.184445
THREE,0.0,0.0,0.0,4.3e-05,-0.488458,0.01655,-0.198939,-0.851981,-0.003641,-0.449215,-0.986259,-0.010827,-0.659586,-0.974543,-0.031515,-0.128447,-1.102024,-0.185747,-0.431792,-1.618885,-0.214307,-0.595581,-1.875087,-0.208071,-0.736608,-2.057311,-0.196129,-0.315863,-0.924828,-0.211953,-0.684955,-1.426812,-0.250959,-0.8953,-1.679211,-0.263235,-1.051741,-1.874887,-0.262273,-0.500521,-0.713037,-0.214685,-0.857705,-1.064917,-0.250659,-1.057277,-1.318568,-0.291901,-1.191484,-1.507677,-0.321888,-0.651808,-0.485079,-0.204268,-0.773219,-0.68205,-0.219055,-0.696004,-0.678331,-0.186946,-0.58421,-0.62455,-0.158591
THREE,0.0,0.0,0.0,0.004657,-0.526771,0.041891,-0.207619,-0.899324,0.031185,-0.461789,-0.983211,0.026298,-0.68724,-0.892398,0.005798,-0.158136,-1.119027,-0.139278,-0.459318,-1.644307,-0.15234,-0.610215,-1.906191,-0.138094,-0.740908,-2.100513,-0.120657,-0.35284,-0.919108,-0.175342,-0.712334,-1.43614,-0.195332,-0.911676,-1.703723,-0.202853,-1.063309,-1.911286,-0.201152,-0.53633,-0.698686,-0.18812,-0.89613,-1.051813,-0.214504,-1.098437,-1.314917,-0.264179,-1.247434,-1.509107,-0.301504,-0.679415,-0.476926,-0.186223,-0.77359,-0.694309,-0.191351,-0.67245,-0.663279,-0.15676,-0.551847,-0.576971,-0.12933
THREE,0.0,0.0,0.0,0.024413,-0.504214,0.066588,-0.157448,-0.872229,0.072073,-0.391328,-0.989777,0.082811,-0.598208,-0.931157,0.076684,-0.137218,-1.110127,-0.135028,-0.43741,-1.643975,-0.134342,-0.584281,-1.901488,-0.100999,-0.711467,-2.085579,-0.068871,-0.340973,-0.923873,-0.173771,-0.703224,-1.443799,-0.18695,-0.899319,-1.705563,-0.178444,-1.047269,-1.901018,-0.159838,-0.528232,-0.701123,-0.185334,-0.864848,-1.020562,-0.200581,-1.064597,-1.272535,-0.244919,-1.209229,-1.455896,-0.277792,-0.670792,-0.464896,-0.179246,-0.735652,-0.61056,-0.170419,-0.633454,-0.561227,-0.13173,-0.510951,-0.466144,-0.100414
THREE,0.0,0.0,0.0,0.013974,-0.491207,0.065246,-0.188668,-0.847078,0.075291,-0.421739,-0.927266,0.086111,-0.62883,-0.834057,0.077715,-0.145507,-1.098926,-0.115717,-0.439805,-1.6092,-0.11159,-0.584457,-1.862737,-0.081879,-0.711984,-2.043331,-0.055166,-0.34664,-0.924669,-0.157571,-0.705752,-1.423156,-0.154108,-0.903177,-1.675129,-0.150942,-1.052791,-1.861608,-0.142159,-0.526173,-0.702714,-0.174161,-0.859977,-1.002525,-0.182214,-1.058938,-1.234533,-0.241181,-1.20619,-1.401837,-0.289029,-0.663352,-0.458209,-0.173619,-0.700116,-0.576935,-0.172703,-0.58831,-0.543856,-0.153559,-0.464538,-0.468218,-0.138993
THREE,0.0,0.0,0.0,0.020027,-0.495139,0.077221,-0.193103,-0.840242,0.088479,-0.460069,-0.902245,0.098116,-0.685643,-0.796624,0.088811,-0.153938,-1.107204,-0.09595,-0.452492,-1.610519,-0.09374,-0.600995,-1.864107,-0.06686,-0.731625,-2.046749,-0.041952,-0.356474,-0.922987,-0.144986,-0.713055,-1.416922,-0.148407,-0.908063,-1.673048,-0.147191,-1.056473,-1.863706,-0.138433,-0.53808,-0.693561,-0.169094,-0.881197,-1.007306,-0.185945,-1.084691,-1.245488,-0.243357,-1.242522,-1.415011,-0.28723,-0.677524,-0.439665,-0.174745,-0.71895,-0.592987,-0.174907,-0.60642,-0.556179,-0.150964,-0.488649,-0.476446,-0.132616
THREE,0.0,0.0,0.0,-0.013074,-0.421465,0.05806,-0.216448,-0.737602,0.064719,-0.469346,-0.826335,0.073227,-0.671105,-0.770819,0.065015,-0.137361,-1.099142,-0.113354,-0.424642,-1.580527,-0.123161,-0.573424,-1.821623,-0.104867,-0.70298,-1.998708,-0.086269,-0.317364,-0.935379,-0.156033,-0.669708,-1.403184,-0.177812,-0.868269,-1.648713,-0.184488,-1.012321,-1.832787,-0.178388,-0.482548,-0.713168,-0.175594,-0.843456,-0.994497,-0.217478,-1.051375,-1.203264,-0.276307,-1.19481,-1.351283,-0.312684,-0.615299,-0.454205,-0.177513,-0.704387,-0.574338,-0.200477,-0.607814,-0.534653,-0.182844,-0.483562,-0.457278,-0.162893
THREE,0.0,0.0,0.0,0.02859,-0.505953,0.075921,-0.175297,-0.843859,0.082407,-0.472946,-0.90205,0.086504,-0.704237,-0.831344,0.072253,-0.141577,-1.122593,-0.098169,-0.439894,-1.626798,-0.102159,-0.590016,-1.883802,-0.080164,-0.713883,-2.080251,-0.057518,-0.339044,-0.929512,-0.145112,-0.684272,-1.427974,-0.161928,-0.882163,-1.70473,-0.165881,-1.024964,-1.912568,-0.159873,-0.512714,-0.69613,-0.166689,-0.860571,-1.028619,-0.199298,-1.061884,-1.256841,-0.251701,-1.202249,-1.402934,-0.285259,-0.642305,-0.446825,-0.169231,-0.709238,-0.623908,-0.175832,-0.600426,-0.58146,-0.146097,-0.469888,-0.476373,-0.119587
THREE,0.0,0.0,0.0,0.017753,-0.485803,0.065088,-0.191089,-0.807826,0.067685,-0.486862,-0.833856,0.06928,-0.714331,-0.745257,0.052392,-0.148005,-1.111991,-0.100677,-0.443032,-1.609612,-0.106607,-0.591622,-1.85918,-0.087742,-0.717635,-2.052458,-0.068917,-0.343126,-0.927655,-0.147377,-0.682378,-1.416058,-0.163095,-0.878645,-1.679968,-0.17079,-1.024563,-1.883502,-0.168095,-0.510605,-0.692753,-0.170112,-0.852905,-1.002868,-0.203377,-1.05892,-1.229724,-0.260359,-1.204949,-1.386097,-0.298683,-0.637527,-0.43468,-0.174822,-0.707818,-0.581974,-0.184558,-0.603594,-0.529754,-0.155754,-0.475209,-0.426364,-0.130765
THREE,0.0,0.0,0.0,0.021034,-0.488873,0.076795,-0.174444,-0.818318,0.083485,-0.45952,-0.854189,0.086729,-0.683721,-0.765003,0.070574,-0.14826,-1.106231,-0.094952,-0.434545,-1.59924,-0.099953,-0.578267,-1.843752,-0.079398,-0.700029,-2.028338,-0.058257,-0.350936,-0.925154,-0.144685,-0.685168,-1.408403,-0.158473,-0.87708,-1.668057,-0.161784,-1.018741,-1.861641,-0.154711,-0.523616,-0.6937,-0.169643,-0.856874,-1.008207,-0.200976,-1.054474,-1.232714,-0.257938,-1.196393,-1.378456,-0.295236,-0.651437,-0.44163,-0.175385,-0.703567,-0.593785,-0.181764,-0.598009,-0.546754,-0.154014,-0.474527,-0.442696,-0.129035
THREE,0.0,0.0,0.0,0.01622,-0.49451,0.072528,-0.184815,-0.821071,0.07992,-0.465541,-0.852622,0.083987,-0.685962,-0.754042,0.06822,-0.133774,-1.107216,-0.089755,-0.423369,-1.611368,-0.092991,-0.575471,-1.861717,-0.071922,-0.702253,-2.045985,-0.050746,-0.337368,-0.931153,-0.138337,-0.676075,-1.425317,-0.145011,-0.875729,-1.68915,-0.148898,-1.01914,-1.884363,-0.143906,-0.514001,-0.705893,-0.163309,-0.858576,-1.028977,-0.190756,-1.064399,-1.251497,-0.254672,-1.207463,-1.395938,-0.298872,-0.643976,-0.459624,-0.169392,-0.704227,-0.602779,-0.185465,-0.598289,-0.55578,-0.168703,-0.468471,-0.457159,-0.150368
THREE,0.0,0.0,0.0,0.046262,-0.510891,0.085849,-0.142205,-0.847565,0.105791,-0.413781,-0.904684,0.121385,-0.630805,-0.818081,0.117947,-0.152235,-1.100619,-0.073143,-0.431352,-1.590802,-0.071853,-0.580919,-1.840202,-0.04685,-0.704882,-2.020266,-0.020966,-0.355157,-0.926933,-0.121076,-0.675969,-1.403466,-0.129214,-0.867706,-1.66676,-0.127829,-1.006964,-1.856971,-0.114993,-0.527637,-0.702272,-0.144246,-0.850339,-1.017691,-0.164793,-1.051733,-1.234413,-0.215058,-1.193686,-1.373765,-0.246395,-0.649503,-0.454557,-0.14832,-0.709312,-0.596942,-0.145961,-0.613689,-0.534505,-0.112958,-0.493384,-0.419717,-0.081629
THREE,0.0,0.0,0.0,0.017825,-0.445921,0.085552,-0.168165,-0.780277,0.112129,-0.419509,-0.891376,0.136782,-0.622077,-0.834793,0.1416,-0.149591,-1.088725,-0.089365,-0.430617,-1.580454,-0.08476,-0.583359,-1.825751,-0.054615,-0.709282,-1.999271,-0.025301,-0.348389,-0.927862,-0.133031,-0.681619,-1.405459,-0.133628,-0.880502,-1.662617,-0.126117,-1.015443,-1.841606,-0.110562,-0.518663,-0.705128,-0.150773,-0.860691,-1.013381,-0.173281,-1.062701,-1.21984,-0.230034,-1.190575,-1.339595,-0.265204,-0.645028,-0.448736,-0.147945,-0.711438,-0.569792,-0.154083,-0.615113,-0.532825,-0.135735,-0.48592,-0.44286,-0.114509
